,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,ID,card_num
2767,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-17563,-1713,1,1,0,Accountants,2.0,-14.0,2.0,F & N & Y & 0 & 202500.0 & Working & Secondary / secondary special & Married & House / apartment & -17563 & -1713 & 1 & 1 & 0 & 2.0,1.0
2768,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-22891,365243,0,0,0,,2.0,-14.0,2.0,F & N & Y & 0 & 216000.0 & Pensioner & Secondary / secondary special & Civil marriage & House / apartment & -22891 & 365243 & 0 & 0 & 0 & 2.0,1.0
2769,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Married,With parents,-10159,-1204,0,0,0,Accountants,2.0,-14.0,0.0,F & N & Y & 0 & 225000.0 & Commercial associate & Incomplete higher & Married & With parents & -10159 & -1204 & 0 & 0 & 0 & 2.0,2.0
2770,F,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22897,-1812,0,0,0,Managers,2.0,-14.0,2.0,F & N & Y & 0 & 225000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -22897 & -1812 & 0 & 0 & 0 & 2.0,6.0
2771,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-17051,-598,0,0,0,Sales staff,2.0,-14.0,2.0,F & N & Y & 0 & 225000.0 & Working & Secondary / secondary special & Married & House / apartment & -17051 & -598 & 0 & 0 & 0 & 2.0,1.0
2772,F,N,Y,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,-23339,-1233,0,1,0,,1.0,-14.0,2.0,F & N & Y & 0 & 247500.0 & Commercial associate & Higher education & Widow & House / apartment & -23339 & -1233 & 0 & 1 & 0 & 1.0,6.0
2773,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-21185,-2381,0,0,0,Accountants,1.0,-14.0,2.0,F & N & Y & 0 & 270000.0 & Commercial associate & Secondary / secondary special & Single / not married & House / apartment & -21185 & -2381 & 0 & 0 & 0 & 1.0,5.0
2774,F,N,Y,0,315000.0,Working,Higher education,Married,House / apartment,-15527,-3792,1,1,0,Accountants,2.0,-14.0,0.0,F & N & Y & 0 & 315000.0 & Working & Higher education & Married & House / apartment & -15527 & -3792 & 1 & 1 & 0 & 2.0,8.0
2775,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21732,365243,0,0,0,,2.0,-14.0,2.0,F & N & Y & 0 & 67500.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -21732 & 365243 & 0 & 0 & 0 & 2.0,5.0
2776,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-19737,365243,0,0,0,,1.0,-14.0,2.0,F & N & Y & 0 & 67500.0 & Pensioner & Secondary / secondary special & Separated & House / apartment & -19737 & 365243 & 0 & 0 & 0 & 1.0,4.0
2777,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22116,365243,0,0,0,,1.0,-14.0,2.0,F & N & Y & 0 & 67500.0 & Pensioner & Secondary / secondary special & Widow & House / apartment & -22116 & 365243 & 0 & 0 & 0 & 1.0,10.0
2778,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18514,365243,0,0,0,,2.0,-14.0,2.0,F & N & Y & 0 & 72000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -18514 & 365243 & 0 & 0 & 0 & 2.0,3.0
2779,F,N,Y,0,76500.0,State servant,Secondary / secondary special,Married,House / apartment,-17687,-10647,1,1,0,,2.0,-14.0,2.0,F & N & Y & 0 & 76500.0 & State servant & Secondary / secondary special & Married & House / apartment & -17687 & -10647 & 1 & 1 & 0 & 2.0,3.0
2780,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20801,365243,0,0,0,,2.0,-14.0,2.0,F & N & Y & 0 & 81000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -20801 & 365243 & 0 & 0 & 0 & 2.0,1.0
2781,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22447,365243,0,1,0,,1.0,-14.0,2.0,F & N & Y & 0 & 81000.0 & Pensioner & Secondary / secondary special & Separated & House / apartment & -22447 & 365243 & 0 & 1 & 0 & 1.0,5.0
2782,F,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-9036,-1191,1,0,0,Laborers,2.0,-14.0,2.0,F & N & Y & 0 & 90000.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -9036 & -1191 & 1 & 0 & 0 & 2.0,1.0
2783,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-23236,365243,0,0,0,,2.0,-14.0,2.0,F & N & Y & 0 & 90000.0 & Pensioner & Secondary / secondary special & Civil marriage & House / apartment & -23236 & 365243 & 0 & 0 & 0 & 2.0,2.0
2784,F,N,Y,0,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,0,0,0,,1.0,-14.0,2.0,F & N & Y & 0 & 90000.0 & State servant & Secondary / secondary special & Separated & House / apartment & -14271 & -302 & 0 & 0 & 0 & 1.0,14.0
2785,F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,-15329,-1371,0,0,1,Core staff,1.0,-14.0,0.0,F & N & Y & 0 & 90000.0 & Working & Higher education & Single / not married & House / apartment & -15329 & -1371 & 0 & 0 & 1 & 1.0,3.0
2786,F,N,Y,0,94500.0,Pensioner,Higher education,Single / not married,House / apartment,-22481,365243,0,0,0,,1.0,-14.0,1.0,F & N & Y & 0 & 94500.0 & Pensioner & Higher education & Single / not married & House / apartment & -22481 & 365243 & 0 & 0 & 0 & 1.0,9.0
2787,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-15590,-890,0,0,0,Sales staff,2.0,-14.0,2.0,F & N & Y & 0 & 99000.0 & Working & Secondary / secondary special & Married & House / apartment & -15590 & -890 & 0 & 0 & 0 & 2.0,4.0
2788,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11416,-420,0,0,0,High skill tech staff,3.0,-14.0,2.0,F & N & Y & 1 & 135000.0 & Commercial associate & Higher education & Married & House / apartment & -11416 & -420 & 0 & 0 & 0 & 3.0,1.0
2789,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16323,-5467,0,0,0,Medicine staff,3.0,-14.0,0.0,F & N & Y & 1 & 135000.0 & Working & Secondary / secondary special & Civil marriage & House / apartment & -16323 & -5467 & 0 & 0 & 0 & 3.0,5.0
2790,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14760,-218,0,0,0,Sales staff,3.0,-14.0,2.0,F & N & Y & 1 & 157500.0 & Working & Secondary / secondary special & Married & House / apartment & -14760 & -218 & 0 & 0 & 0 & 3.0,2.0
2791,F,N,Y,1,180000.0,Commercial associate,Higher education,Married,House / apartment,-17560,-8923,0,1,0,Accountants,3.0,-14.0,2.0,F & N & Y & 1 & 180000.0 & Commercial associate & Higher education & Married & House / apartment & -17560 & -8923 & 0 & 1 & 0 & 3.0,1.0
2792,F,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-9492,-1450,0,0,0,High skill tech staff,3.0,-14.0,1.0,F & N & Y & 1 & 180000.0 & Working & Secondary / secondary special & Married & House / apartment & -9492 & -1450 & 0 & 0 & 0 & 3.0,1.0
2793,F,N,Y,1,202500.0,Commercial associate,Higher education,Married,House / apartment,-17726,-3870,0,0,1,High skill tech staff,3.0,-14.0,2.0,F & N & Y & 1 & 202500.0 & Commercial associate & Higher education & Married & House / apartment & -17726 & -3870 & 0 & 0 & 1 & 3.0,1.0
2794,F,N,Y,1,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9043,-1020,0,0,0,,2.0,-14.0,2.0,F & N & Y & 1 & 225000.0 & Commercial associate & Higher education & Single / not married & House / apartment & -9043 & -1020 & 0 & 0 & 0 & 2.0,2.0
2795,F,N,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15281,-254,0,0,0,,3.0,-14.0,2.0,F & N & Y & 1 & 225000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -15281 & -254 & 0 & 0 & 0 & 3.0,1.0
2796,F,N,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-13146,-1283,0,0,0,Managers,3.0,-14.0,2.0,F & N & Y & 1 & 247500.0 & Working & Secondary / secondary special & Married & House / apartment & -13146 & -1283 & 0 & 0 & 0 & 3.0,2.0
2797,F,N,Y,1,49500.0,Working,Higher education,Single / not married,House / apartment,-19606,-12513,0,0,0,Laborers,2.0,-14.0,1.0,F & N & Y & 1 & 49500.0 & Working & Higher education & Single / not married & House / apartment & -19606 & -12513 & 0 & 0 & 0 & 2.0,1.0
2798,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454,-505,0,0,1,High skill tech staff,4.0,-14.0,1.0,F & N & Y & 2 & 180000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -10454 & -505 & 0 & 0 & 1 & 4.0,8.0
2799,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,-10724,-3074,0,0,0,High skill tech staff,4.0,-14.0,1.0,F & N & Y & 2 & 202500.0 & Working & Higher education & Married & House / apartment & -10724 & -3074 & 0 & 0 & 0 & 4.0,2.0
2800,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,-9905,-795,0,0,0,Sales staff,4.0,-14.0,2.0,F & N & Y & 2 & 54000.0 & Working & Secondary / secondary special & Married & House / apartment & -9905 & -795 & 0 & 0 & 0 & 4.0,2.0
2801,F,N,Y,3,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-1664,0,0,0,Sales staff,5.0,-14.0,2.0,F & N & Y & 3 & 135000.0 & Working & Secondary / secondary special & Married & House / apartment & -15083 & -1664 & 0 & 0 & 0 & 5.0,4.0
2802,F,N,Y,3,157500.0,Working,Secondary / secondary special,Separated,House / apartment,-10313,-991,0,0,0,Cooking staff,4.0,-14.0,1.0,F & N & Y & 3 & 157500.0 & Working & Secondary / secondary special & Separated & House / apartment & -10313 & -991 & 0 & 0 & 0 & 4.0,2.0
2803,F,Y,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21720,365243,0,0,0,,2.0,-14.0,2.0,F & Y & N & 0 & 202500.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -21720 & 365243 & 0 & 0 & 0 & 2.0,4.0
2804,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-9242,-139,0,0,0,Accountants,2.0,-14.0,2.0,F & Y & N & 0 & 202500.0 & Working & Higher education & Married & House / apartment & -9242 & -139 & 0 & 0 & 0 & 2.0,3.0
2805,F,Y,N,0,225000.0,Working,Higher education,Single / not married,House / apartment,-20200,-1022,1,1,0,Accountants,1.0,-14.0,2.0,F & Y & N & 0 & 225000.0 & Working & Higher education & Single / not married & House / apartment & -20200 & -1022 & 1 & 1 & 0 & 1.0,3.0
2806,F,Y,N,0,328500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12691,-2000,0,0,0,Realty agents,2.0,-14.0,0.0,F & Y & N & 0 & 328500.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -12691 & -2000 & 0 & 0 & 0 & 2.0,8.0
2807,F,Y,N,0,81000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14157,-2349,0,0,0,Laborers,2.0,-14.0,2.0,F & Y & N & 0 & 81000.0 & Commercial associate & Secondary / secondary special & Civil marriage & With parents & -14157 & -2349 & 0 & 0 & 0 & 2.0,5.0
2808,F,Y,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22223,365243,0,1,0,,2.0,-14.0,1.0,F & Y & N & 0 & 90000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -22223 & 365243 & 0 & 1 & 0 & 2.0,1.0
2809,F,Y,N,1,135000.0,Working,Higher education,Civil marriage,Rented apartment,-12579,-1654,0,0,0,,3.0,-14.0,1.0,F & Y & N & 1 & 135000.0 & Working & Higher education & Civil marriage & Rented apartment & -12579 & -1654 & 0 & 0 & 0 & 3.0,9.0
2810,F,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14527,-3208,0,0,0,Laborers,3.0,-14.0,2.0,F & Y & N & 1 & 180000.0 & Working & Secondary / secondary special & Married & House / apartment & -14527 & -3208 & 0 & 0 & 0 & 3.0,4.0
2811,F,Y,N,1,315000.0,Working,Higher education,Married,House / apartment,-14356,-1069,1,1,1,Sales staff,3.0,-14.0,2.0,F & Y & N & 1 & 315000.0 & Working & Higher education & Married & House / apartment & -14356 & -1069 & 1 & 1 & 1 & 3.0,1.0
2812,F,Y,N,1,67500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11154,-231,1,1,0,,3.0,-14.0,2.0,F & Y & N & 1 & 67500.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -11154 & -231 & 1 & 1 & 0 & 3.0,1.0
2813,F,Y,Y,0,112500.0,Commercial associate,Higher education,Married,With parents,-12630,-5145,0,0,0,Accountants,2.0,-14.0,2.0,F & Y & Y & 0 & 112500.0 & Commercial associate & Higher education & Married & With parents & -12630 & -5145 & 0 & 0 & 0 & 2.0,5.0
2814,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-14814,-2441,1,1,0,Laborers,2.0,-14.0,1.0,F & Y & Y & 0 & 157500.0 & Working & Higher education & Married & House / apartment & -14814 & -2441 & 1 & 1 & 0 & 2.0,2.0
2815,F,Y,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-22077,365243,0,1,0,,2.0,-14.0,1.0,F & Y & Y & 0 & 175500.0 & Pensioner & Higher education & Married & House / apartment & -22077 & 365243 & 0 & 1 & 0 & 2.0,3.0
2816,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18626,-1332,0,0,0,Security staff,2.0,-14.0,2.0,F & Y & Y & 0 & 202500.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -18626 & -1332 & 0 & 0 & 0 & 2.0,3.0
2817,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,-22083,365243,0,1,0,,1.0,-14.0,2.0,F & Y & Y & 0 & 450000.0 & Pensioner & Higher education & Widow & House / apartment & -22083 & 365243 & 0 & 1 & 0 & 1.0,4.0
2818,F,Y,Y,0,675000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-18802,-913,0,0,0,,2.0,-14.0,0.0,F & Y & Y & 0 & 675000.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -18802 & -913 & 0 & 0 & 0 & 2.0,5.0
2819,F,Y,Y,0,742500.0,Pensioner,Higher education,Separated,House / apartment,-21792,365243,0,0,0,,1.0,-14.0,2.0,F & Y & Y & 0 & 742500.0 & Pensioner & Higher education & Separated & House / apartment & -21792 & 365243 & 0 & 0 & 0 & 1.0,5.0
2820,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12606,-493,0,0,0,Cooking staff,2.0,-14.0,2.0,F & Y & Y & 0 & 90000.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -12606 & -493 & 0 & 0 & 0 & 2.0,1.0
2821,F,Y,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12262,-711,0,1,1,Medicine staff,2.0,-14.0,1.0,F & Y & Y & 0 & 90000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -12262 & -711 & 0 & 1 & 1 & 2.0,1.0
2822,F,Y,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22256,365243,0,0,0,,2.0,-14.0,1.0,F & Y & Y & 0 & 99000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -22256 & 365243 & 0 & 0 & 0 & 2.0,2.0
2823,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-14362,-3414,0,0,0,Sales staff,3.0,-14.0,2.0,F & Y & Y & 1 & 135000.0 & Commercial associate & Secondary / secondary special & Married & With parents & -14362 & -3414 & 0 & 0 & 0 & 3.0,1.0
2824,F,Y,Y,1,540000.0,State servant,Incomplete higher,Married,House / apartment,-13297,-168,0,0,0,Core staff,3.0,-14.0,0.0,F & Y & Y & 1 & 540000.0 & State servant & Incomplete higher & Married & House / apartment & -13297 & -168 & 0 & 0 & 0 & 3.0,1.0
2825,F,Y,Y,2,189000.0,Working,Secondary / secondary special,Married,House / apartment,-10815,-2713,1,1,0,Sales staff,4.0,-14.0,2.0,F & Y & Y & 2 & 189000.0 & Working & Secondary / secondary special & Married & House / apartment & -10815 & -2713 & 1 & 1 & 0 & 4.0,2.0
2826,F,Y,Y,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13141,-1222,0,0,0,Medicine staff,4.0,-14.0,2.0,F & Y & Y & 2 & 202500.0 & Working & Secondary / secondary special & Married & House / apartment & -13141 & -1222 & 0 & 0 & 0 & 4.0,3.0
2827,F,Y,Y,2,270000.0,Commercial associate,Higher education,Married,House / apartment,-13669,-428,0,1,0,Managers,4.0,-14.0,0.0,F & Y & Y & 2 & 270000.0 & Commercial associate & Higher education & Married & House / apartment & -13669 & -428 & 0 & 1 & 0 & 4.0,5.0
2828,M,N,N,0,135000.0,Student,Higher education,Single / not married,With parents,-9115,-581,0,0,1,,1.0,-14.0,2.0,M & N & N & 0 & 135000.0 & Student & Higher education & Single / not married & With parents & -9115 & -581 & 0 & 0 & 1 & 1.0,1.0
2829,M,N,N,0,157500.0,Working,Higher education,Single / not married,House / apartment,-9234,-1193,0,0,0,Core staff,1.0,-14.0,2.0,M & N & N & 0 & 157500.0 & Working & Higher education & Single / not married & House / apartment & -9234 & -1193 & 0 & 0 & 0 & 1.0,3.0
2830,M,N,N,0,180000.0,State servant,Higher education,Married,Municipal apartment,-20285,-766,0,1,1,Managers,2.0,-14.0,2.0,M & N & N & 0 & 180000.0 & State servant & Higher education & Married & Municipal apartment & -20285 & -766 & 0 & 1 & 1 & 2.0,1.0
2831,M,N,N,0,180000.0,State servant,Secondary / secondary special,Married,With parents,-9980,-1534,0,0,0,Drivers,2.0,-14.0,2.0,M & N & N & 0 & 180000.0 & State servant & Secondary / secondary special & Married & With parents & -9980 & -1534 & 0 & 0 & 0 & 2.0,3.0
2832,M,N,N,0,198000.0,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,1,0,0,Laborers,1.0,-14.0,2.0,M & N & N & 0 & 198000.0 & Working & Secondary / secondary special & Single / not married & With parents & -8657 & -1164 & 1 & 0 & 0 & 1.0,1.0
2833,M,N,N,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-22800,-102,0,0,0,Drivers,2.0,-14.0,2.0,M & N & N & 0 & 202500.0 & Working & Secondary / secondary special & Civil marriage & House / apartment & -22800 & -102 & 0 & 0 & 0 & 2.0,3.0
2834,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,-9412,-959,0,1,0,IT staff,2.0,-14.0,2.0,M & N & N & 0 & 225000.0 & Commercial associate & Higher education & Married & With parents & -9412 & -959 & 0 & 1 & 0 & 2.0,4.0
2835,M,N,N,0,270000.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-8853,-984,0,0,1,Sales staff,2.0,-14.0,2.0,M & N & N & 0 & 270000.0 & Commercial associate & Secondary / secondary special & Civil marriage & With parents & -8853 & -984 & 0 & 0 & 1 & 2.0,5.0
2836,M,N,N,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14739,365243,0,0,0,,2.0,-14.0,2.0,M & N & N & 0 & 270000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -14739 & 365243 & 0 & 0 & 0 & 2.0,3.0
2837,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12865,-804,0,0,0,,3.0,-14.0,2.0,M & N & N & 1 & 225000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -12865 & -804 & 0 & 0 & 0 & 3.0,4.0
2838,M,N,N,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18981,365243,0,0,0,,3.0,-14.0,2.0,M & N & N & 1 & 270000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -18981 & 365243 & 0 & 0 & 0 & 3.0,3.0
2839,M,N,N,1,472500.0,Commercial associate,Higher education,Married,With parents,-8907,-913,0,0,1,,3.0,-14.0,1.0,M & N & N & 1 & 472500.0 & Commercial associate & Higher education & Married & With parents & -8907 & -913 & 0 & 0 & 1 & 3.0,1.0
2840,M,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8145,365243,0,0,0,,1.0,-14.0,2.0,M & N & Y & 0 & 112500.0 & Pensioner & Secondary / secondary special & Single / not married & House / apartment & -8145 & 365243 & 0 & 0 & 0 & 1.0,1.0
2841,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18516,-2129,1,1,0,Low-skill Laborers,2.0,-14.0,0.0,M & N & Y & 0 & 112500.0 & Working & Secondary / secondary special & Married & House / apartment & -18516 & -2129 & 1 & 1 & 0 & 2.0,5.0
2842,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8699,-202,0,0,1,Cooking staff,2.0,-14.0,2.0,M & N & Y & 0 & 112500.0 & Working & Secondary / secondary special & Married & House / apartment & -8699 & -202 & 0 & 0 & 1 & 2.0,1.0
2843,M,N,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23093,-659,1,0,0,Security staff,2.0,-14.0,2.0,M & N & Y & 0 & 135000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -23093 & -659 & 1 & 0 & 0 & 2.0,4.0
2844,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20932,365243,0,0,0,,2.0,-14.0,2.0,M & N & Y & 0 & 135000.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -20932 & 365243 & 0 & 0 & 0 & 2.0,1.0
2845,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11053,-1626,0,0,0,Laborers,2.0,-14.0,2.0,M & N & Y & 0 & 157500.0 & Working & Secondary / secondary special & Married & House / apartment & -11053 & -1626 & 0 & 0 & 0 & 2.0,5.0
2846,M,N,Y,0,166500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21031,365243,0,0,0,,2.0,-14.0,2.0,M & N & Y & 0 & 166500.0 & Pensioner & Secondary / secondary special & Civil marriage & House / apartment & -21031 & 365243 & 0 & 0 & 0 & 2.0,5.0
2847,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15208,-5313,0,0,0,Laborers,2.0,-14.0,0.0,M & N & Y & 0 & 180000.0 & Working & Secondary / secondary special & Married & House / apartment & -15208 & -5313 & 0 & 0 & 0 & 2.0,2.0
2848,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-20185,-2589,0,0,0,Security staff,2.0,-14.0,1.0,M & N & Y & 0 & 180000.0 & Working & Secondary / secondary special & Married & House / apartment & -20185 & -2589 & 0 & 0 & 0 & 2.0,2.0
2849,M,N,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11808,-3533,0,0,0,,2.0,-14.0,1.0,M & N & Y & 0 & 225000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -11808 & -3533 & 0 & 0 & 0 & 2.0,1.0
2850,M,N,Y,0,79650.0,Pensioner,Secondary / secondary special,Married,House / apartment,-16081,365243,0,1,0,,2.0,-14.0,2.0,M & N & Y & 0 & 79650.0 & Pensioner & Secondary / secondary special & Married & House / apartment & -16081 & 365243 & 0 & 1 & 0 & 2.0,3.0
2851,M,N,Y,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18863,-1644,0,0,1,,2.0,-14.0,2.0,M & N & Y & 0 & 90000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -18863 & -1644 & 0 & 0 & 1 & 2.0,1.0
2852,M,N,Y,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13481,-149,0,0,0,,3.0,-14.0,0.0,M & N & Y & 1 & 180000.0 & Working & Secondary / secondary special & Married & House / apartment & -13481 & -149 & 0 & 0 & 0 & 3.0,1.0
2853,M,N,Y,1,292500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14785,-3018,1,1,0,Laborers,3.0,-14.0,1.0,M & N & Y & 1 & 292500.0 & Commercial associate & Secondary / secondary special & Civil marriage & House / apartment & -14785 & -3018 & 1 & 1 & 0 & 3.0,7.0
2854,M,N,Y,1,337500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-13083,-4491,0,0,1,,2.0,-14.0,2.0,M & N & Y & 1 & 337500.0 & Commercial associate & Secondary / secondary special & Separated & House / apartment & -13083 & -4491 & 0 & 0 & 1 & 2.0,2.0
2855,M,N,Y,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13353,-567,0,0,0,,4.0,-14.0,1.0,M & N & Y & 2 & 135000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -13353 & -567 & 0 & 0 & 0 & 4.0,7.0
2856,M,N,Y,2,675000.0,State servant,Secondary / secondary special,Married,House / apartment,-14163,-6886,0,1,0,Drivers,4.0,-14.0,1.0,M & N & Y & 2 & 675000.0 & State servant & Secondary / secondary special & Married & House / apartment & -14163 & -6886 & 0 & 1 & 0 & 4.0,11.0
2857,M,Y,N,0,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-16185,-273,0,1,0,Laborers,2.0,-14.0,1.0,M & Y & N & 0 & 112500.0 & Commercial associate & Incomplete higher & Married & House / apartment & -16185 & -273 & 0 & 1 & 0 & 2.0,4.0
2858,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,-10611,-982,0,1,0,Drivers,2.0,-14.0,2.0,M & Y & N & 0 & 157500.0 & Working & Incomplete higher & Married & With parents & -10611 & -982 & 0 & 1 & 0 & 2.0,3.0
2859,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-20142,-108,0,0,0,High skill tech staff,1.0,-14.0,2.0,M & Y & N & 0 & 180000.0 & Working & Secondary / secondary special & Single / not married & House / apartment & -20142 & -108 & 0 & 0 & 0 & 1.0,1.0
2860,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9517,-158,0,0,0,Core staff,1.0,-14.0,2.0,M & Y & N & 0 & 270000.0 & Commercial associate & Higher education & Single / not married & House / apartment & -9517 & -158 & 0 & 0 & 0 & 1.0,3.0
2861,M,Y,N,0,270000.0,Working,Incomplete higher,Married,With parents,-9096,-2202,0,1,0,Laborers,2.0,-14.0,2.0,M & Y & N & 0 & 270000.0 & Working & Incomplete higher & Married & With parents & -9096 & -2202 & 0 & 1 & 0 & 2.0,1.0
2862,M,Y,N,0,459000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15980,-119,1,1,0,Drivers,2.0,-14.0,2.0,M & Y & N & 0 & 459000.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -15980 & -119 & 1 & 1 & 0 & 2.0,5.0
2863,M,Y,N,1,148500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12930,-2865,1,1,0,Drivers,3.0,-14.0,2.0,M & Y & N & 1 & 148500.0 & Commercial associate & Secondary / secondary special & Married & House / apartment & -12930 & -2865 & 1 & 1 & 0 & 3.0,3.0
