ID,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,occyp_type,family_size,begin_month,credit,year_total,work_total,Nth_card,ability
517,F,N,N,0,191250,Commercial associate,Secondary / secondary special,Married,House / apartment,20304,-8171,0,1,0,Laborers,2,48,2,55.58,22.33,1,15.76279568
518,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,House / apartment,17826,-201,0,1,0,Laborers,1,4,2,48.83,0.5,1,10.9787234
519,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,16099,-1866,0,1,0,Laborers,1,8,2,44.08,5.08,2,13.59516616
520,F,N,N,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,17880,-9858,0,0,0,Cooking staff,2,29,2,49,27,1,24.12116679
521,F,N,N,0,198000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,18813,-9748,0,0,0,Laborers,2,4,2,51.5,26.67,10,21.84225041
522,F,N,N,0,198000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,19745,0,0,1,0,retired,1,5,2,54.08,0,1,10.02785515
523,F,N,N,0,198000,Pensioner,Secondary / secondary special,Widow,House / apartment,22002,0,0,1,0,retired,1,5,2,60.25,0,6,8.999181893
524,F,N,N,0,202500,Commercial associate,Higher education,Civil marriage,House / apartment,9278,-339,0,1,0,Sales staff,2,50,2,25.42,0.92,1,22.65354066
525,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,11309,-2713,1,0,0,Sales staff,2,23,2,30.92,7.42,6,23.55746859
526,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,11328,-3761,0,0,0,High skill tech staff,2,11,2,31,10.25,1,26.76093564
527,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,17807,-3041,0,0,0,Accountants,2,14,2,48.75,8.33,6,13.71393742
528,F,N,N,0,202500,Commercial associate,Higher education,Married,House / apartment,18672,-1505,0,1,0,Managers,2,8,2,51.08,4.08,2,11.79588746
529,F,N,N,0,202500,Commercial associate,Higher education,Married,Municipal apartment,13899,-4709,0,0,0,no_data,2,6,1,38,12.83,5,22.03482046
530,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,12257,-1969,0,0,0,Managers,1,29,1,33.58,5.33,1,19.68312597
531,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,24611,-7736,0,1,0,Core staff,1,14,2,67.42,21.17,1,12
532,F,N,N,0,202500,Commercial associate,Higher education,Single / not married,House / apartment,9799,-1977,1,0,1,no_data,1,23,2,26.83,5.42,2,25.88851956
533,F,N,N,0,202500,Commercial associate,Higher education,Widow,House / apartment,19932,-6608,1,1,0,no_data,1,24,2,54.58,18.08,2,15.1981387
534,F,N,N,0,202500,Commercial associate,Incomplete higher,Single / not married,House / apartment,21381,-156,0,0,0,Managers,1,22,2,58.58,0.42,3,9.540636042
535,F,N,N,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,13079,-2499,1,0,0,Managers,2,5,0,35.83,6.83,7,19.13988658
536,F,N,N,0,202500,Pensioner,Higher education,Single / not married,House / apartment,23290,0,0,0,0,retired,1,3,1,63.75,0,2,8.694718763
537,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,20116,0,0,1,0,retired,2,6,2,55.08,0,4,10.06661364
538,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,20459,0,0,0,0,retired,2,20,0,56,0,1,9.897844469
539,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,20565,0,0,1,0,retired,2,7,0,56.33,0,3,9.846827133
540,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,21871,0,0,1,0,retired,2,3,0,59.92,0,3,9.258835901
541,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,Municipal apartment,17472,0,0,0,1,retired,2,26,2,47.83,0,2,11.58997253
542,F,N,N,0,202500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,22361,0,0,1,0,retired,1,5,2,61.25,0,7,9.05594562
543,F,N,N,0,202500,Pensioner,Secondary / secondary special,Widow,Municipal apartment,21010,0,0,1,1,retired,1,22,2,57.5,0,1,9.638267492
544,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,17140,-4325,0,0,0,no_data,2,27,2,46.92,11.83,2,15.80179477
545,F,N,N,0,202500,State servant,Higher education,Married,House / apartment,17274,-1348,0,1,0,Laborers,2,16,0,47.25,3.67,5,12.71505714
546,F,N,N,0,202500,State servant,Higher education,Married,With parents,14562,-1287,0,1,0,Core staff,2,16,2,39.83,3.5,3,15.25423729
547,F,N,N,0,202500,State servant,Higher education,Single / not married,House / apartment,16946,-4054,0,1,0,Secretaries,1,31,2,46.42,11.08,1,15.70741545
548,F,N,N,0,202500,State servant,Secondary / secondary special,Widow,House / apartment,23306,-430,0,0,0,Core staff,1,57,2,63.83,1.17,1,8.852072041
549,F,N,N,0,202500,Working,Higher education,Civil marriage,House / apartment,15309,-5179,1,1,0,Core staff,2,0,1,41.92,14.17,9,19.99012833
550,F,N,N,0,202500,Working,Higher education,Civil marriage,House / apartment,9573,-1107,1,1,0,Sales staff,2,8,2,26.17,3,2,23.91920624
551,F,N,N,0,202500,Working,Higher education,Married,House / apartment,16100,-4939,0,1,0,Core staff,2,11,2,44.08,13.5,4,18.14353553
552,F,N,N,0,202500,Working,Higher education,Married,House / apartment,19271,-4839,0,0,1,Core staff,2,23,0,52.75,13.25,6,14.03131929
553,F,N,N,0,202500,Working,Higher education,Married,Municipal apartment,17822,-10689,1,0,0,Security staff,2,10,0,48.83,29.25,3,28.38917706
554,F,N,N,0,202500,Working,Higher education,Single / not married,House / apartment,11991,-706,0,0,1,Laborers,1,9,1,32.83,1.92,5,17.94417368
555,F,N,N,0,202500,Working,Higher education,Single / not married,Rented apartment,19586,-1309,0,1,1,Managers,1,13,0,53.67,3.58,1,11.07949882
556,F,N,N,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,13657,-439,0,0,0,no_data,2,30,2,37.42,1.17,2,15.32001816
557,F,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,13283,-979,0,1,0,Cleaning staff,2,4,2,36.33,2.67,3,16.45806242
558,F,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,19032,-429,0,1,0,Laborers,2,22,0,52.08,1.17,2,10.88534107
559,F,N,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,20046,-3503,0,0,0,Sales staff,2,4,1,54.92,9.58,4,12.24082694
560,F,N,N,0,202500,Working,Secondary / secondary special,Married,Office apartment,19760,-2099,0,0,0,Cleaning staff,2,5,0,54.08,5.75,6,11.46594191
561,F,N,N,0,202500,Working,Secondary / secondary special,Married,With parents,12869,-340,1,1,0,Managers,2,48,2,35.25,0.92,2,16.16250299
562,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,14562,-4653,0,0,0,High skill tech staff,1,52,0,39.83,12.75,1,20.4359673
563,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,15607,-3240,1,1,1,High skill tech staff,1,7,2,42.75,8.83,2,16.37422172
564,F,N,N,0,202500,Working,Secondary / secondary special,Separated,House / apartment,16868,-4161,0,0,0,Laborers,1,17,2,46.17,11.33,3,15.93609821
565,F,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,11398,-1619,1,1,0,Core staff,1,11,2,31.17,4.42,4,20.70763882
566,F,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,13800,-922,0,0,0,Sales staff,1,8,2,37.75,2.5,1,15.72449138
567,F,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,15864,-1532,0,0,0,Laborers,1,40,2,43.42,4.17,1,14.12922132
568,F,N,N,0,202500,Working,Secondary / secondary special,Single / not married,House / apartment,20669,-13102,1,0,0,Medicine staff,1,19,0,56.58,35.83,5,26.76093564
569,F,N,N,0,202500,Working,Secondary / secondary special,Widow,House / apartment,15787,-2270,0,0,0,Laborers,1,7,2,43.25,6.17,2,14.98113487
570,F,N,N,0,207000,Commercial associate,Higher education,Married,House / apartment,10673,-469,1,1,0,Managers,2,19,1,29.17,1.25,1,20.28616229
571,F,N,N,0,207000,Working,Higher education,Married,House / apartment,14740,-6723,0,1,0,Core staff,2,5,2,40.33,18.42,5,25.82013222
572,F,N,N,0,207000,Working,Secondary / secondary special,Married,House / apartment,14690,-5064,0,0,0,no_data,2,25,1,40.25,13.83,6,21.5042593
573,F,N,N,0,208350,Pensioner,Higher education,Married,House / apartment,21775,0,0,0,0,retired,2,3,1,59.67,0,4,9.568312285
574,F,N,N,0,211500,Commercial associate,Higher education,Married,With parents,14636,-4690,1,1,0,Laborers,2,10,2,40.08,12.83,11,21.26483008
575,F,N,N,0,211500,Working,Secondary / secondary special,Civil marriage,House / apartment,16799,-2116,0,0,0,Sales staff,2,3,1,46,5.75,2,14.40441327
576,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,15964,-276,0,0,0,Cleaning staff,2,16,2,43.67,0.75,3,13.48164202
577,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,17249,-1661,1,1,0,no_data,2,5,0,47.25,4.5,9,13.56812933
578,F,N,N,0,211500,Working,Secondary / secondary special,Married,House / apartment,18611,-3563,1,1,0,Security staff,2,51,2,51,9.75,1,14.05502392
579,F,N,N,0,216000,Commercial associate,Secondary / secondary special,Married,House / apartment,19581,-1781,1,1,0,no_data,2,6,2,53.58,4.83,1,12.13483146
580,F,N,N,0,216000,Pensioner,Secondary / secondary special,Married,House / apartment,22867,0,0,0,0,retired,2,2,1,62.58,0,15,9.445926444
581,F,N,N,0,216000,State servant,Higher education,Widow,House / apartment,18408,-4242,0,1,0,Core staff,1,1,1,50.42,11.58,5,15.24777637
582,F,N,N,0,216000,State servant,Secondary / secondary special,Separated,House / apartment,11207,-2642,1,0,1,Core staff,1,16,2,30.67,7.17,1,25.21891419
583,F,N,N,0,216000,Working,Secondary / secondary special,Married,House / apartment,13924,-2593,1,0,0,Medicine staff,2,59,2,38.08,7.08,1,19.06274821
584,F,N,N,0,216000,Working,Secondary / secondary special,Married,House / apartment,15477,-436,0,0,0,High skill tech staff,2,12,2,42.33,1.17,1,14.36074729
585,F,N,N,0,216000,Working,Secondary / secondary special,Separated,House / apartment,20062,-561,1,0,0,Cleaning staff,1,29,2,54.92,1.5,5,11.07635506
586,F,N,N,0,220500,Commercial associate,Incomplete higher,Married,House / apartment,11390,-137,0,0,0,no_data,2,0,1,31.17,0.33,5,19.59477473
587,F,N,N,0,220500,Working,Secondary / secondary special,Married,House / apartment,15130,-170,0,0,0,no_data,2,22,2,41.42,0.42,3,14.73930481
588,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,10559,-429,1,1,0,Drivers,2,2,1,28.92,1.17,8,22.2112537
589,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,18852,-7037,0,0,0,no_data,2,4,1,51.58,19.25,3,19.04358866
590,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,21630,-2570,0,0,0,Sales staff,2,13,2,59.25,7,2,11.80482686
591,F,N,N,0,225000,Commercial associate,Higher education,Married,House / apartment,22846,-9239,0,0,0,no_data,2,27,2,62.58,25.25,4,16.53560667
592,F,N,N,0,225000,Commercial associate,Higher education,Married,With parents,9735,-901,0,0,0,no_data,2,3,1,26.67,2.42,2,25.46977587
593,F,N,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,13528,-459,0,1,0,Accountants,1,6,2,37,1.25,1,17.21631341
594,F,N,N,0,225000,Commercial associate,Incomplete higher,Single / not married,House / apartment,10229,-1209,0,0,0,Accountants,1,4,2,28,3.25,4,24.94456763
595,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16874,-6995,0,1,0,Core staff,2,43,2,46.17,19.17,1,22.77558457
596,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,19488,-3119,1,0,0,Sales staff,2,4,0,53.33,8.5,7,13.74549453
597,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,10304,-1682,0,0,0,Laborers,2,16,2,28.17,4.58,3,26.0960334
598,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,15355,-3999,0,1,0,Sales staff,2,12,2,42,10.92,4,19.81331455
599,F,N,N,0,225000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,10338,-581,0,1,0,Laborers,1,37,2,28.25,1.58,1,23.06036692
600,F,N,N,0,225000,Pensioner,Higher education,Married,House / apartment,20081,0,0,0,1,retired,2,24,2,55,0,1,11.20462128
601,F,N,N,0,225000,Pensioner,Higher education,Married,House / apartment,21854,0,0,1,0,retired,2,35,2,59.83,0,1,10.29559806
602,F,N,N,0,225000,Pensioner,Higher education,Married,House / apartment,22543,0,0,0,0,retired,2,12,2,61.75,0,2,9.980925343
603,F,N,N,0,225000,Pensioner,Higher education,Married,House / apartment,24259,0,0,0,0,retired,2,18,0,66.42,0,2,9.274908281
604,F,N,N,0,225000,Pensioner,Higher education,Separated,House / apartment,21944,0,0,0,0,retired,1,4,2,60.08,0,2,10.25337222
605,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,20429,0,0,1,0,retired,2,4,2,55.92,0,3,11.01375496
606,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,20696,0,0,0,0,retired,2,8,1,56.67,0,1,10.87166602
607,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,21383,0,0,0,0,retired,2,29,2,58.58,0,2,10.52237759
608,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,21396,0,0,0,0,retired,2,40,2,58.58,0,1,10.5159843
609,F,N,N,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,21821,0,0,0,0,retired,2,25,2,59.75,0,1,10.31116814
610,F,N,N,0,225000,State servant,Higher education,Married,House / apartment,17706,-2293,0,0,0,Core staff,2,16,2,48.5,6.25,1,14.59806657
611,F,N,N,0,225000,State servant,Higher education,Single / not married,With parents,10517,-1801,0,0,0,Core staff,1,19,2,28.75,4.92,1,25.81459385
612,F,N,N,0,225000,State servant,Secondary / secondary special,Married,House / apartment,13556,-2966,0,0,0,Managers,2,6,2,37.08,8.08,1,21.24645892
613,F,N,N,0,225000,State servant,Secondary / secondary special,Married,House / apartment,15329,-8510,0,0,0,Core staff,2,21,1,42,23.25,3,32.99604048
614,F,N,N,0,225000,State servant,Secondary / secondary special,Married,With parents,12269,-196,0,1,0,Medicine staff,2,0,1,33.58,0.5,3,18.63662718
615,F,N,N,0,225000,State servant,Secondary / secondary special,Single / not married,Office apartment,14946,-3716,0,0,0,no_data,1,1,1,40.92,10.17,2,20.03561888
616,F,N,N,0,225000,Working,Higher education,Married,House / apartment,11969,-949,0,0,1,Accountants,2,4,1,32.75,2.58,1,20.41742287
617,F,N,N,0,225000,Working,Higher education,Married,House / apartment,15966,-3055,0,0,0,Core staff,2,21,0,43.75,8.33,1,17.42700023
618,F,N,N,0,225000,Working,Higher education,Married,House / apartment,16837,-2848,0,0,0,Managers,2,0,1,46.08,7.75,1,16.08406605
619,F,N,N,0,225000,Working,Higher education,Married,Municipal apartment,11000,-808,1,0,0,no_data,2,14,2,30.08,2.17,2,22.07613815
620,F,N,N,0,225000,Working,Higher education,Separated,House / apartment,12904,-4297,0,1,0,Laborers,1,4,1,35.33,11.75,4,26.14151272
621,F,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,10809,-3900,0,1,0,Laborers,1,6,1,29.58,10.67,3,32.56621798
622,F,N,N,0,225000,Working,Higher education,Single / not married,Rented apartment,18173,-777,0,0,0,Sales staff,1,3,1,49.75,2.08,1,12.93400782
623,F,N,N,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,13425,-584,1,0,0,Cleaning staff,2,11,2,36.75,1.58,1,17.52199984
624,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,13504,-2180,0,1,0,Core staff,2,27,2,37,5.92,1,19.86930413
625,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,18503,-379,1,1,0,no_data,2,19,2,50.67,1,1,12.41447804
626,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,20142,-3760,1,1,0,Sales staff,2,8,2,55.17,10.25,2,13.73458674
627,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,21131,-9379,0,1,0,no_data,2,49,2,57.83,25.67,1,19.14567733
628,F,N,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,9768,-95,0,0,0,no_data,2,5,1,26.75,0.25,3,23.26062235
629,F,N,N,0,225000,Working,Secondary / secondary special,Separated,House / apartment,11974,-1388,0,0,0,Sales staff,1,15,2,32.75,3.75,3,21.25448706
630,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,11194,-847,0,0,0,Core staff,1,38,1,30.67,2.25,1,21.74543346
631,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,14608,-870,0,0,0,Sales staff,1,21,2,40,2.33,1,16.37792983
632,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,18972,-3715,0,0,0,Laborers,1,30,2,51.92,10.17,1,14.74732909
633,F,N,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,19316,-4451,1,1,0,no_data,1,59,2,52.92,12.17,1,15.13622603
634,F,N,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,20657,-5637,0,0,0,Accountants,1,2,1,56.58,15.42,10,14.98002663
635,F,N,N,0,234000,State servant,Higher education,Civil marriage,House / apartment,21967,-5215,0,0,1,Core staff,2,12,2,60.17,14.25,11,13.96848138
636,F,N,N,0,234000,Working,Higher education,Single / not married,House / apartment,10621,-1931,0,0,0,Managers,1,11,2,29.08,5.25,4,26.92750288
637,F,N,N,0,234000,Working,Secondary / secondary special,Single / not married,House / apartment,17960,-1626,1,0,0,Cleaning staff,1,8,2,49.17,4.42,7,14.32594588
638,F,N,N,0,234000,Working,Secondary / secondary special,Widow,House / apartment,21932,-10232,1,0,0,Laborers,1,54,2,60.08,28,1,20
639,F,N,N,0,234135,Commercial associate,Higher education,Married,House / apartment,12593,-2338,1,0,0,Managers,2,24,2,34.5,6.33,1,22.8313018
640,F,N,N,0,238500,Working,Secondary / secondary special,Married,House / apartment,19305,-3296,1,0,0,Laborers,2,41,1,52.83,9,2,14.89786995
641,F,N,N,0,247500,Commercial associate,Higher education,Civil marriage,House / apartment,18588,-4234,0,1,0,Core staff,2,10,0,50.92,11.58,1,17.24258047
642,F,N,N,0,247500,Commercial associate,Higher education,Single / not married,With parents,8559,-382,0,0,0,no_data,1,3,1,23.42,1,2,30.26782439
643,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,16306,-4904,1,1,0,Laborers,2,2,0,44.67,13.42,5,21.70671812
644,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,12643,-1070,1,0,0,no_data,1,20,1,34.58,2.92,1,21.38598462
645,F,N,N,0,247500,Pensioner,Higher education,Married,House / apartment,18998,0,0,0,0,retired,2,17,2,52,0,1,13.02768712
646,F,N,N,0,247500,Pensioner,Higher education,Married,House / apartment,20939,0,0,1,0,retired,2,9,1,57.33,0,2,11.82004871
647,F,N,N,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,22113,0,0,1,0,retired,2,40,2,60.58,0,2,11.19251119
648,F,N,N,0,247500,Pensioner,Secondary / secondary special,Widow,House / apartment,24511,0,0,0,0,retired,1,42,2,67.08,0,1,10.09750724
649,F,N,N,0,247500,State servant,Higher education,Married,House / apartment,11696,-2905,0,0,0,Core staff,2,17,2,32,7.92,2,28.15379365
650,F,N,N,0,247500,State servant,Secondary / secondary special,Civil marriage,House / apartment,17416,-687,0,0,0,Medicine staff,2,9,2,47.67,1.83,2,14.79466794
651,F,N,N,0,247500,Working,Higher education,Married,House / apartment,14136,-7400,1,1,0,Managers,2,4,1,38.67,20.25,9,36.74287411
652,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,18696,-1800,0,1,0,High skill tech staff,1,23,2,51.17,4.92,2,14.6484375
653,F,N,N,0,247500,Working,Higher education,Single / not married,With parents,10343,-2058,0,0,1,Sales staff,1,27,2,28.33,5.58,3,29.87326494
654,F,N,N,0,247500,Working,Secondary / secondary special,Married,House / apartment,15260,-622,1,0,0,Laborers,2,8,2,41.75,1.67,7,16.90804755
655,F,N,N,0,247500,Working,Secondary / secondary special,Married,Municipal apartment,19923,-3229,0,0,0,Sales staff,2,38,1,54.58,8.83,1,14.82568588
656,F,N,N,0,252000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,21100,0,0,0,0,retired,2,27,2,57.75,0,5,11.94312796
657,F,N,N,0,252000,Pensioner,Secondary / secondary special,Widow,House / apartment,22765,0,0,0,0,retired,1,2,1,62.33,0,10,11.06962442
658,F,N,N,0,255150,Pensioner,Incomplete higher,Civil marriage,Rented apartment,18682,0,0,0,0,retired,2,5,1,51.17,0,5,13.65753131
659,F,N,N,0,256500,Commercial associate,Higher education,Married,House / apartment,11212,-2565,0,0,1,HR staff,2,7,2,30.67,7,5,29.6634671
660,F,N,N,0,261000,Commercial associate,Incomplete higher,Married,House / apartment,10028,-1070,1,0,0,no_data,2,4,1,27.42,2.92,4,29.13596785
661,F,N,N,0,261000,Working,Higher education,Separated,House / apartment,23710,-9989,0,1,0,no_data,1,43,2,64.92,27.33,1,19.02193718
662,F,N,N,0,265500,Pensioner,Secondary / secondary special,Married,House / apartment,20803,0,0,0,0,retired,2,3,1,57,0,7,12.76258232
663,F,N,N,0,265500,State servant,Secondary / secondary special,Separated,House / apartment,22662,-4206,0,0,0,no_data,1,60,2,62.08,11.5,1,14.38556567
664,F,N,N,0,27000,Working,Higher education,Civil marriage,House / apartment,14869,-5067,1,0,0,Managers,2,31,2,40.67,13.83,1,2.75453989
665,F,N,N,0,270000,Commercial associate,Higher education,Civil marriage,House / apartment,11852,-2469,0,0,0,no_data,2,4,1,32.42,6.75,1,28.77544495
666,F,N,N,0,270000,Commercial associate,Higher education,Married,House / apartment,14953,-8109,1,1,0,Managers,2,3,1,40.92,22.17,4,39.45061368
667,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,15381,-470,0,0,0,Laborers,2,17,2,42.08,1.25,2,18.10743746
668,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,14023,-1070,0,1,0,Secretaries,2,12,2,38.42,2.92,1,20.84459199
669,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,19790,-653,1,1,0,Cooking staff,2,39,2,54.17,1.75,2,14.10879448
670,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,12819,-563,0,0,0,Managers,2,2,1,35.08,1.5,2,22.03002611
671,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,16999,-1140,1,1,0,Sales staff,1,1,1,46.5,3.08,10,17.0250331
672,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,22829,-2558,0,0,0,High skill tech staff,1,17,2,62.5,7,2,13.3195205
673,F,N,N,0,270000,Commercial associate,Secondary / secondary special,Single / not married,With parents,12752,-1919,1,1,0,no_data,1,20,2,34.92,5.25,1,24.92384381
674,F,N,N,0,270000,Pensioner,Secondary / secondary special,Married,House / apartment,20578,0,0,0,0,retired,2,7,2,56.33,0,2,13.12080863
675,F,N,N,0,270000,Pensioner,Secondary / secondary special,Widow,House / apartment,21861,0,0,0,0,retired,1,18,2,59.83,0,2,12.35076163
676,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,11451,-2206,0,1,0,Accountants,2,12,0,31.33,6,7,29.20497566
677,F,N,N,0,270000,State servant,Higher education,Married,House / apartment,13266,-2341,1,1,0,Core staff,2,17,2,36.33,6.42,3,24.71395881
678,F,N,N,0,270000,State servant,Secondary / secondary special,Married,House / apartment,20103,-1444,1,1,0,Waiters/barmen staff,2,31,2,55,3.92,1,14.47022884
679,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,19363,-12332,0,1,1,Medicine staff,1,12,2,53,33.75,10,38.40136538
680,F,N,N,0,270000,Working,Higher education,Married,House / apartment,12333,-860,1,1,0,Accountants,2,6,2,33.75,2.33,3,23.53351347
681,F,N,N,0,270000,Working,Higher education,Married,House / apartment,17573,-5792,1,1,0,Managers,2,5,2,48.08,15.83,5,22.91825821
682,F,N,N,0,270000,Working,Higher education,Single / not married,House / apartment,15611,-2958,0,0,0,Laborers,1,12,2,42.75,8.08,5,21.33881293
683,F,N,N,0,270000,Working,Higher education,Single / not married,Rented apartment,13762,-1965,1,0,0,Medicine staff,1,13,2,37.67,5.33,2,22.88717471
684,F,N,N,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,15744,-2351,1,1,0,no_data,2,29,2,43.08,6.42,1,20.15978496
685,F,N,N,0,270000,Working,Incomplete higher,Civil marriage,House / apartment,8784,-278,1,0,1,Medicine staff,2,21,2,24,0.75,2,31.74229955
686,F,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,9184,-840,1,1,0,Sales staff,2,4,2,25.08,2.25,7,32.35858102
687,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,13101,-2204,1,1,0,Accountants,2,20,2,35.83,6,1,24.77746169
688,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,13561,-1294,1,1,0,Laborers,2,23,2,37.08,3.5,1,22.01027146
689,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,16723,-712,1,0,0,Managers,2,5,2,45.75,1.92,4,16.86340641
690,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,17778,-1719,1,1,0,High skill tech staff,2,14,1,48.67,4.67,7,16.81300205
691,F,N,N,0,270000,Working,Secondary / secondary special,Married,House / apartment,18307,-8794,1,1,0,Drivers,2,3,1,50.08,24.08,7,28.38221381
692,F,N,N,0,270000,Working,Secondary / secondary special,Married,Rented apartment,15220,-2134,1,1,0,no_data,2,13,2,41.67,5.83,2,20.63273728
693,F,N,N,0,270000,Working,Secondary / secondary special,Separated,House / apartment,16207,-515,0,1,0,no_data,1,20,2,44.33,1.42,2,17.20621973
694,F,N,N,0,270000,Working,Secondary / secondary special,Separated,House / apartment,21394,-6576,0,0,0,Medicine staff,1,43,2,58.58,18,1,18.22108247
695,F,N,N,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,11734,-2164,0,1,1,High skill tech staff,1,15,0,32.08,5.92,7,28.21316614
696,F,N,N,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,14269,-1273,0,0,0,Laborers,1,58,0,39.08,3.42,1,20.77562327
697,F,N,N,0,270000,Working,Secondary / secondary special,Widow,House / apartment,18325,-1799,0,0,0,Laborers,1,47,2,50.17,4.92,1,16.33789181
698,F,N,N,0,270000,Working,Secondary / secondary special,Widow,House / apartment,18659,-407,0,0,0,Cooking staff,1,5,0,51.08,1.08,4,14.79289941
699,F,N,N,0,283500,Commercial associate,Secondary / secondary special,Married,Municipal apartment,17630,-5080,0,1,0,Cooking staff,2,14,2,48.25,13.92,2,22.58964143
700,F,N,N,0,292500,Commercial associate,Higher education,Married,House / apartment,17870,-880,0,1,0,Accountants,2,49,2,48.92,2.42,2,17.21600942
701,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,18698,-10758,0,0,0,Laborers,2,3,1,51.17,29.42,11,36.83879093
702,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Separated,House / apartment,15556,-8767,0,0,0,no_data,1,15,2,42.58,24,1,43.08440124
